ExpectedDateTime;Openning_hours;DateTime;Consumption_BEMT;Network_electricity active Injection Export (Wh);Ele Act Technobo (Wh);Radiation (VA);Electricity Meter reading (Wh);Solar local consumption (Wh);Gas Consumption BEMT (m3);Solar Production elektricity active  (Wh);Green energy Total (WebService) (VA);temp hall (C);Network  electricity active Buying Import (Wh);Tout (C)
31-12-2012 00:15;0;31-12-2012 00:15;39900;0;38400;;;0;10;0;0;19.94;39900;7
31-12-2012 00:30;0;31-12-2012 00:30;38500;0;37500;;;0;0;0;0;19.7;38500;7
31-12-2012 00:45;0;31-12-2012 00:45;39900;0;38700;;;0;5.2;0;0;19.92;39900;7
31-12-2012 01:00;0;31-12-2012 01:00;39900;0;38400;;;0;5.2;0;0;19.96;39900;7
31-12-2012 01:15;0;31-12-2012 01:15;40600;0;39000;;;0;5.6;0;0;19.95;40600;7
31-12-2012 01:30;0;31-12-2012 01:30;41300;0;40200;;;0;4.8;0;0;19.81;41300;7
31-12-2012 01:45;0;31-12-2012 01:45;39900;0;38400;;;0;0.8;0;0;20.24;39900;7
31-12-2012 02:00;0;31-12-2012 02:00;39900;0;38700;;;0;5.2;0;0;19.47;39900;7
31-12-2012 02:15;0;31-12-2012 02:15;39200;0;37800;;;0;5.6;0;0;19.48;39200;6.75
31-12-2012 02:30;0;31-12-2012 02:30;39200;0;38100;;;0;5.6;0;0;19.69;39200;6.5
31-12-2012 02:45;0;31-12-2012 02:45;39900;0;38400;;;0;5.6;0;0;19.63;39900;6.25
31-12-2012 03:00;0;31-12-2012 03:00;39200;0;38100;;;0;4.4;0;0;19.57;39200;6
31-12-2012 03:15;0;31-12-2012 03:15;39900;0;38100;;;0;1.2;0;0;20.02;39900;6
31-12-2012 03:30;0;31-12-2012 03:30;39200;0;38100;;;0;5.2;0;0;19.78;39200;6
31-12-2012 03:45;0;31-12-2012 03:45;39900;0;38700;;;0;6;0;0;20;39900;6
31-12-2012 04:00;0;31-12-2012 04:00;39200;0;38100;;;0;5.6;0;0;19.65;39200;6
31-12-2012 04:15;0;31-12-2012 04:15;40600;0;39000;;;0;5.6;0;0;19.85;40600;6.25
31-12-2012 04:30;0;31-12-2012 04:30;39200;0;38400;;;0;5.6;0;0;19.95;39200;6.5
31-12-2012 04:45;0;31-12-2012 04:45;39900;0;38400;;;0;5.6;0;0;19.6;39900;6.75
31-12-2012 05:00;0;31-12-2012 05:00;50400;0;48600;;;0;5.6;0;0;19.29;50400;7
31-12-2012 05:15;0;31-12-2012 05:15;53900;0;53100;;;0;5.6;0;0;19.97;53900;7
31-12-2012 05:30;0;31-12-2012 05:30;55300;0;54000;;;0;2.8;0;0;19.06;55300;7
31-12-2012 05:45;0;31-12-2012 05:45;55300;0;54000;;;0;3.6;0;0;19.81;55300;7
31-12-2012 06:00;0;31-12-2012 06:00;55300;0;54000;;;0;4.8;0;0;20.05;55300;7
31-12-2012 06:15;0;31-12-2012 06:15;56000;0;54300;;;0;11.2;0;0;19.52;56000;7
31-12-2012 06:30;0;31-12-2012 06:30;54600;0;53400;;;0;8.8;0;0;20.14;54600;7
31-12-2012 06:45;0;31-12-2012 06:45;55300;0;54000;;;0;6.8;0;0;20.08;55300;7
31-12-2012 07:00;0;31-12-2012 07:00;55300;0;54300;;;0;8.4;0;0;19.51;55300;7
31-12-2012 07:15;0;31-12-2012 07:15;55300;0;54000;;;0;12;0;0;20.03;55300;7
31-12-2012 07:30;0;31-12-2012 07:30;55300;0;54000;;;0;15.6;0;0;20.51;55300;7
31-12-2012 07:45;0;31-12-2012 07:45;56000;0;54300;;;0;10.8;0;0;20.66;56000;7
31-12-2012 08:00;0;31-12-2012 08:00;55300;0;54300;6;;0;11.2;0;151340.3;20.41;55300;7
31-12-2012 08:15;0;31-12-2012 08:15;52500;0;49500;19.35;;1400;12.4;1400;0;20.29;51100;7
31-12-2012 08:30;0;31-12-2012 08:30;55200;0;50700;32.7;;3400;9.6;3400;151340.7;20.48;51800;7
31-12-2012 08:45;0;31-12-2012 08:45;59600;0;49500;73.7;;8500;11.2;8500;151342.6;20.39;51100;7
31-12-2012 09:00;0;31-12-2012 09:00;62900;0;53700;62.6;;8300;10.8;8300;151344.9;20.71;54600;7
31-12-2012 09:15;0;31-12-2012 09:15;62400;0;53100;67.1;;7800;9.6;7800;47260.4;20.56;54600;7.25
31-12-2012 09:30;0;31-12-2012 09:30;63100;0;54000;71.6;;7800;6;7800;151348.5;20.7;55300;7.5
31-12-2012 09:45;0;31-12-2012 09:45;62700;0;53700;73.4;;7400;9.6;7400;151350.6;20.63;55300;7.75
31-12-2012 10:00;0;31-12-2012 10:00;56000;0;48300;40.8;;7000;8.8;7000;151352.7;20.67;49000;8
31-12-2012 10:15;0;31-12-2012 10:15;54700;0;45300;44.3;;7800;6.8;7800;0;20.63;46900;8.25
31-12-2012 10:30;0;31-12-2012 10:30;53700;0;45600;47.8;;6800;7.2;6800;151356.3;20.72;46900;8.5
31-12-2012 10:45;0;31-12-2012 10:45;53000;0;42600;78.4;;8900;9.2;8900;151358.3;20.84;44100;8.75
31-12-2012 11:00;0;31-12-2012 11:00;52700;0;44100;47.6;;7200;8.8;7200;151360.5;20.67;45500;9
31-12-2012 11:15;0;31-12-2012 11:15;52100;0;39300;60.1;;11500;7.2;11500;24678.7;20.93;40600;9
31-12-2012 11:30;0;31-12-2012 11:30;52000;0;39600;72.6;;11400;7.6;11400;151365.5;20.81;40600;9
31-12-2012 11:45;0;31-12-2012 11:45;51800;0;43200;46.6;;7000;7.2;7000;151367.6;20.79;44800;9
31-12-2012 12:00;0;31-12-2012 12:00;51400;0;47100;23.2;;3100;5.6;3100;151368.7;20.89;48300;9
31-12-2012 12:15;0;31-12-2012 12:15;51600;0;47100;25.25;;3300;6;3300;0;20.75;48300;9.25
31-12-2012 12:30;0;31-12-2012 12:30;51800;0;46800;27.3;;3500;4.4;3500;151370.3;20.62;48300;9.5
31-12-2012 12:45;0;31-12-2012 12:45;51800;0;48000;23.6;;2800;11.2;2800;151371.1;20.94;49000;9.75
31-12-2012 13:00;0;31-12-2012 13:00;51800;0;46500;41.3;;4200;5.6;4200;151372.1;21.1;47600;10
31-12-2012 13:15;0;31-12-2012 13:15;52100;0;44400;44.9;;5900;10.8;5900;0;20.94;46200;10
31-12-2012 13:30;0;31-12-2012 13:30;50900;0;44100;48.5;;6100;6;6100;151375.2;20.48;44800;10
31-12-2012 13:45;0;31-12-2012 13:45;51900;0;44400;45.6;;5700;4.8;5700;151376.6;20.94;46200;10
31-12-2012 14:00;0;31-12-2012 14:00;51300;0;48000;16.7;;2300;6.8;2300;151377.5;20.98;49000;10
31-12-2012 14:15;0;31-12-2012 14:15;52200;0;48000;17.75;;2500;10.4;2500;0;20.89;49700;9.75
31-12-2012 14:30;0;31-12-2012 14:30;51500;0;47700;18.8;;2500;5.2;2500;151378.9;20.7;49000;9.5
31-12-2012 14:45;0;31-12-2012 14:45;51200;0;48600;10;;1500;6;1500;151379.4;20.72;49700;9.25
31-12-2012 15:00;0;31-12-2012 15:00;52000;0;50100;9.1;;900;10.8;900;151379.6;20.36;51100;9
31-12-2012 15:15;0;31-12-2012 15:15;55300;0;53400;;;0;5.2;0;24681.3;20.83;55300;9
31-12-2012 15:30;0;31-12-2012 15:30;54600;0;53400;;;0;5.2;0;0;20.68;54600;9
31-12-2012 15:45;0;31-12-2012 15:45;54600;0;53400;;;0;0;0;0;20.03;54600;9
31-12-2012 16:00;0;31-12-2012 16:00;54600;0;53400;;;0;5.6;0;0;20.67;54600;9
31-12-2012 16:15;0;31-12-2012 16:15;55300;0;54300;;;0;0;0;0;21.09;55300;9.25
31-12-2012 16:30;0;31-12-2012 16:30;28700;0;27000;;;0;4.4;0;0;21.69;28700;9.5
31-12-2012 16:45;0;31-12-2012 16:45;18900;0;17400;;;0;0.8;0;0;21.09;18900;9.75
31-12-2012 17:00;0;31-12-2012 17:00;18200;0;16800;;;0;0;0;0;21.47;18200;10
31-12-2012 17:15;0;31-12-2012 17:15;18200;0;17400;;;0;0;0;0;20.78;18200;10
31-12-2012 17:30;0;31-12-2012 17:30;18200;0;16800;;;0;0;0;0;20.86;18200;10
31-12-2012 17:45;0;31-12-2012 17:45;18200;0;16800;;;0;0;0;0;20.55;18200;10
31-12-2012 18:00;0;31-12-2012 18:00;18200;0;17100;;;0;0;0;0;20.86;18200;10
31-12-2012 18:15;0;31-12-2012 18:15;18200;0;17100;;;0;0;0;0;20.71;18200;10
31-12-2012 18:30;0;31-12-2012 18:30;18900;0;16800;;;0;0;0;0;20.45;18900;10
31-12-2012 18:45;0;31-12-2012 18:45;18200;0;17100;;;0;4.8;0;0;21.38;18200;10
31-12-2012 19:00;0;31-12-2012 19:00;17500;0;16500;;;0;0;0;0;20.6;17500;10
31-12-2012 19:15;0;31-12-2012 19:15;18200;0;17100;;;0;0;0;0;21.11;18200;10
31-12-2012 19:30;0;31-12-2012 19:30;18200;0;16500;;;0;0;0;0;21.73;18200;10
31-12-2012 19:45;0;31-12-2012 19:45;18200;0;17100;;;0;0;0;0;20.08;18200;10
31-12-2012 20:00;0;31-12-2012 20:00;17500;0;16200;;;0;5.6;0;0;20.81;17500;10
31-12-2012 20:15;0;31-12-2012 20:15;16100;0;14700;;;0;0;0;0;20.67;16100;10
31-12-2012 20:30;0;31-12-2012 20:30;15400;0;14100;;;0;0;0;0;20.72;15400;10
31-12-2012 20:45;0;31-12-2012 20:45;15400;0;14400;;;0;0;0;0;20.5;15400;10
31-12-2012 21:00;0;31-12-2012 21:00;16800;0;15000;;;0;0;0;0;20.61;16800;10
31-12-2012 21:15;0;31-12-2012 21:15;15400;0;14700;;;0;5.6;0;0;20.68;15400;9.75
31-12-2012 21:30;0;31-12-2012 21:30;16100;0;14400;;;0;0;0;0;20.41;16100;9.5
31-12-2012 21:45;0;31-12-2012 21:45;15400;0;14400;;;0;0;0;0;20.67;15400;9.25
31-12-2012 22:00;0;31-12-2012 22:00;15400;0;14100;;;0;0;0;0;20.51;15400;9
31-12-2012 22:15;0;31-12-2012 22:15;16100;0;15000;;;0;5.6;0;0;20.55;16100;9
31-12-2012 22:30;0;31-12-2012 22:30;15400;0;14100;;;0;0;0;0;20.29;15400;9
31-12-2012 22:45;0;31-12-2012 22:45;16100;0;14700;;;0;0;0;0;20.41;16100;9
31-12-2012 23:00;0;31-12-2012 23:00;16100;0;15000;;;0;3.2;0;0;20.48;16100;9
31-12-2012 23:15;0;31-12-2012 23:15;16100;0;14700;;;0;2.4;0;0;20.6;16100;8.75
31-12-2012 23:30;0;31-12-2012 23:30;16100;0;14700;;;0;0;0;0;20.48;16100;8.5
31-12-2012 23:45;0;31-12-2012 23:45;16100;0;14700;;;0;5.6;0;0;20.33;16100;8.25
01-01-2013 00:00;0;01-01-2013 00:00;15400;0;14400;;;0;0;0;0;20.46;15400;8
01-01-2013 00:15;0;01-01-2013 00:15;16100;0;14700;;;0;0;0;0;20.46;16100;8
01-01-2013 00:30;0;01-01-2013 00:30;16800;0;15300;;;0;5.6;0;0;20.21;16800;8
01-01-2013 00:45;0;01-01-2013 00:45;16100;0;15000;;;0;0;0;0;20.23;16100;8
01-01-2013 01:00;0;01-01-2013 01:00;16100;0;14700;;;0;0;0;0;20.17;16100;8
01-01-2013 01:15;0;01-01-2013 01:15;16100;0;14700;;;0;5.2;0;0;20.28;16100;8
01-01-2013 01:30;0;01-01-2013 01:30;16800;0;15300;;;0;0;0;0;20.25;16800;8
01-01-2013 01:45;0;01-01-2013 01:45;15400;0;14700;;;0;1.2;0;0;20.29;15400;8
01-01-2013 02:00;0;01-01-2013 02:00;28700;0;27000;;;0;8.4;0;0;19.98;28700;8
01-01-2013 02:15;0;01-01-2013 02:15;39200;0;38100;;;0;2.4;0;0;19.97;39200;8
01-01-2013 02:30;0;01-01-2013 02:30;39900;0;38100;;;0;5.6;0;0;20.01;39900;8
01-01-2013 02:45;0;01-01-2013 02:45;39900;0;39000;;;0;5.6;0;0;20.02;39900;8
01-01-2013 03:00;0;01-01-2013 03:00;39900;0;38400;;;0;5.6;0;0;19.98;39900;8
01-01-2013 03:15;0;01-01-2013 03:15;41300;0;40200;;;0;5.6;0;0;19.91;41300;8
01-01-2013 03:30;0;01-01-2013 03:30;40600;0;39300;;;0;6;0;0;20.48;40600;8
01-01-2013 03:45;0;01-01-2013 03:45;40600;0;39000;;;0;2.8;0;0;20.03;40600;8
01-01-2013 04:00;0;01-01-2013 04:00;39200;0;38100;;;0;2.8;0;0;20.3;39200;8
01-01-2013 04:15;0;01-01-2013 04:15;39900;0;38700;;;0;6;0;0;20.02;39900;8
01-01-2013 04:30;0;01-01-2013 04:30;40600;0;38700;;;0;5.6;0;0;19.91;40600;8
01-01-2013 04:45;0;01-01-2013 04:45;39200;0;38400;;;0;5.6;0;0;20.11;39200;8
01-01-2013 05:00;0;01-01-2013 05:00;40600;0;39000;;;0;6;0;0;19.96;40600;8
01-01-2013 05:15;0;01-01-2013 05:15;42000;0;40800;;;0;4.8;0;0;20.16;42000;8
01-01-2013 05:30;0;01-01-2013 05:30;42000;0;41100;;;0;2;0;0;20.08;42000;8
01-01-2013 05:45;0;01-01-2013 05:45;42700;0;40800;;;0;4.8;0;0;19.96;42700;8
01-01-2013 06:00;0;01-01-2013 06:00;42000;0;40800;;;0;11.6;0;0;20.52;42000;8
01-01-2013 06:15;0;01-01-2013 06:15;42000;0;40800;;;0;6.4;0;0;20.09;42000;8
01-01-2013 06:30;0;01-01-2013 06:30;42700;0;41700;;;0;9.6;0;0;19.67;42700;8
01-01-2013 06:45;0;01-01-2013 06:45;42700;0;41100;;;0;4.8;0;0;20.05;42700;8
01-01-2013 07:00;0;01-01-2013 07:00;42700;0;41100;;;0;10.4;0;0;19.59;42700;8
01-01-2013 07:15;0;01-01-2013 07:15;43400;0;42600;;;0;12.8;0;0;20;43400;7.75
01-01-2013 07:30;0;01-01-2013 07:30;42700;0;41100;;;0;12;0;0;20.67;42700;7.5
01-01-2013 07:45;0;01-01-2013 07:45;42000;0;41100;;;0;11.6;0;0;19.91;42000;7.25
01-01-2013 08:00;0;01-01-2013 08:00;42000;0;40500;;;0;10.4;0;0;20.28;42000;7
01-01-2013 08:15;0;01-01-2013 08:15;39900;0;38400;;;0;8.8;0;0;20.17;39900;7.25
01-01-2013 08:30;0;01-01-2013 08:30;39200;0;38100;;;0;10;0;0;20.21;39200;7.5
01-01-2013 08:45;0;01-01-2013 08:45;40600;0;38400;14.5;;700;7.6;700;151379.6;20.56;39900;7.75
01-01-2013 09:00;0;01-01-2013 09:00;21200;0;19200;7.6;;900;8;900;151379.6;20.66;20300;8
01-01-2013 09:15;0;01-01-2013 09:15;14900;0;12900;8;;900;8;900;0;20.61;14000;8
01-01-2013 09:30;0;01-01-2013 09:30;15800;0;12900;8.4;;1100;4.4;1100;151380;20.83;14700;8
01-01-2013 09:45;0;01-01-2013 09:45;15000;0;14100;6;;300;4.4;300;151380;20.67;14700;8
01-01-2013 10:00;0;01-01-2013 10:00;15400;0;10800;28.2;;2800;8;2800;151380.8;20.61;12600;8
01-01-2013 10:15;0;01-01-2013 10:15;14700;0;9900;48.25;;3500;4;3500;0;20.65;11200;8
01-01-2013 10:30;0;01-01-2013 10:30;14400;0;6300;68.3;;7400;4.4;7400;151383.2;20.97;7000;8
01-01-2013 10:45;0;01-01-2013 10:45;15500;0;2400;93.8;;11300;4;11300;151385.9;20.88;4200;8
01-01-2013 11:00;0;01-01-2013 11:00;15100;0;8400;38.8;;5300;8;5300;151387.7;20.78;9800;8
01-01-2013 11:15;0;01-01-2013 11:15;15400;0;7200;75.7;;7000;4.4;7000;0;20.76;8400;8.25
01-01-2013 11:30;0;01-01-2013 11:30;15200;1400;0;112.6;;15200;7.2;16600;151392.7;21;0;8.5
01-01-2013 11:45;0;01-01-2013 11:45;15000;0;4500;66;;9400;4.8;9400;151395.6;20.83;5600;8.75
01-01-2013 12:00;0;01-01-2013 12:00;15400;0;7500;50.2;;6300;4.8;6300;151397.3;20.9;9100;9
01-01-2013 12:15;0;01-01-2013 12:15;14600;700;2700;71.5;;11100;7.2;11800;0;20.95;3500;9
01-01-2013 12:30;0;01-01-2013 12:30;15700;0;3900;92.8;;10100;4.8;10100;151402.4;20.94;5600;9
01-01-2013 12:45;0;01-01-2013 12:45;15000;0;300;99.5;;13600;8;13600;151405.8;21.14;1400;9
01-01-2013 13:00;0;01-01-2013 13:00;15100;0;600;119.7;;13700;4;13700;151409.2;20.73;1400;9
01-01-2013 13:15;0;01-01-2013 13:15;15100;5600;0;84.25;;15100;4;20700;36271.4;20.89;0;8.75
01-01-2013 13:30;0;01-01-2013 13:30;15000;2100;5400;48.8;;8700;7.2;10800;151417.9;21.27;6300;8.5
01-01-2013 13:45;0;01-01-2013 13:45;15400;2100;5100;233.2;;9100;4.4;11200;151419.5;21.24;6300;8.25
01-01-2013 14:00;0;01-01-2013 14:00;14700;2800;0;203.6;;14700;4;17500;151424.2;21.2;0;8
01-01-2013 14:15;0;01-01-2013 14:15;15800;0;1200;160.6;;13700;7.6;13700;0;20.97;2100;7.75
01-01-2013 14:30;0;01-01-2013 14:30;15100;0;5100;117.6;;8800;4;8800;151430.9;21.35;6300;7.5
01-01-2013 14:45;0;01-01-2013 14:45;15000;0;4500;121.6;;9400;5.2;9400;151433;21.06;5600;7.25
01-01-2013 15:00;0;01-01-2013 15:00;14500;700;0;125.6;;14500;4.4;15200;151436.8;21.43;0;7
01-01-2013 15:15;0;01-01-2013 15:15;15400;0;3300;66.95;;10500;6;10500;0;21.26;4900;6.75
01-01-2013 15:30;0;01-01-2013 15:30;14900;0;12600;8.3;;900;0;900;151440.6;21.14;14000;6.5
01-01-2013 15:45;0;01-01-2013 15:45;15500;0;14100;;;100;3.6;100;151440.7;21.19;15400;6.25
01-01-2013 16:00;0;01-01-2013 16:00;16800;0;15600;;;0;3.6;0;0;21.17;16800;6
01-01-2013 16:15;0;01-01-2013 16:15;18200;0;17100;;;0;4;0;0;20.81;18200;5.75
01-01-2013 16:30;0;01-01-2013 16:30;18200;0;17100;;;0;0;0;0;21.36;18200;5.5
01-01-2013 16:45;0;01-01-2013 16:45;18900;0;17400;;;0;0;0;0;21.36;18900;5.25
01-01-2013 17:00;0;01-01-2013 17:00;18900;0;17700;;;0;3.6;0;0;20.94;18900;5
01-01-2013 17:15;0;01-01-2013 17:15;18200;0;17100;;;0;0;0;0;21.31;18200;4.75
01-01-2013 17:30;0;01-01-2013 17:30;18200;0;16800;;;0;4.4;0;0;21.25;18200;4.5
01-01-2013 17:45;0;01-01-2013 17:45;18200;0;17100;;;0;0;0;0;20.82;18200;4.25
01-01-2013 18:00;0;01-01-2013 18:00;18900;0;17100;;;0;4.8;0;0;21.22;18900;4
01-01-2013 18:15;0;01-01-2013 18:15;18200;0;17400;;;0;0;0;0;21.56;18200;4
01-01-2013 18:30;0;01-01-2013 18:30;18200;0;17100;;;0;4.4;0;0;21.32;18200;4
01-01-2013 18:45;0;01-01-2013 18:45;18900;0;17400;;;0;0;0;0;21.02;18900;4
01-01-2013 19:00;0;01-01-2013 19:00;18900;0;17400;;;0;4.8;0;0;20.41;18900;4
01-01-2013 19:15;0;01-01-2013 19:15;18200;0;17100;;;0;0;0;0;20.92;18200;3.75
01-01-2013 19:30;0;01-01-2013 19:30;18900;0;17700;;;0;4.4;0;0;20.59;18900;3.5
01-01-2013 19:45;0;01-01-2013 19:45;18900;0;17400;;;0;4.4;0;0;21.22;18900;3.25
01-01-2013 20:00;0;01-01-2013 20:00;17500;0;15900;;;0;0.4;0;0;20.83;17500;3
01-01-2013 20:15;0;01-01-2013 20:15;16100;0;15300;;;0;4.8;0;0;20.73;16100;3.25
01-01-2013 20:30;0;01-01-2013 20:30;16100;0;14700;;;0;0;0;0;20.61;16100;3.5
01-01-2013 20:45;0;01-01-2013 20:45;16800;0;15000;;;0;4.8;0;0;20.7;16800;3.75
01-01-2013 21:00;0;01-01-2013 21:00;16100;0;15000;;;0;4.8;0;0;20.83;16100;4
01-01-2013 21:15;0;01-01-2013 21:15;16100;0;15000;;;0;0;0;0;20.63;16100;4
01-01-2013 21:30;0;01-01-2013 21:30;16100;0;15000;;;0;4.8;0;0;20.56;16100;4
01-01-2013 21:45;0;01-01-2013 21:45;16100;0;14700;;;0;4.4;0;0;20.52;16100;4
01-01-2013 22:00;0;01-01-2013 22:00;16800;0;15300;;;0;4.4;0;0;20.52;16800;4
01-01-2013 22:15;0;01-01-2013 22:15;15400;0;14400;;;0;0.8;0;0;20.41;15400;4
01-01-2013 22:30;0;01-01-2013 22:30;16100;0;14700;;;0;4.8;0;0;20.44;16100;4
01-01-2013 22:45;0;01-01-2013 22:45;16100;0;14700;;;0;5.2;0;0;20.21;16100;4
01-01-2013 23:00;0;01-01-2013 23:00;16100;0;14700;;;0;0;0;0;20.29;16100;4
01-01-2013 23:15;0;01-01-2013 23:15;16100;0;15300;;;0;4.8;0;0;20.61;16100;4
01-01-2013 23:30;0;01-01-2013 23:30;16800;0;15000;;;0;4.8;0;0;20.82;16800;4
01-01-2013 23:45;0;01-01-2013 23:45;16800;0;15600;;;0;2.4;0;0;20.59;16800;4
02-01-2013 00:00;0;02-01-2013 00:00;16100;0;14700;;;0;2.4;0;0;20.48;16100;4
02-01-2013 00:15;0;02-01-2013 00:15;16100;0;15000;;;0;4.8;0;0;20.36;16100;3.75
02-01-2013 00:30;0;02-01-2013 00:30;16800;0;15300;;;0;4.8;0;0;20.45;16800;3.5
02-01-2013 00:45;0;02-01-2013 00:45;16100;0;14400;;;0;0;0;0;20.28;16100;3.25
02-01-2013 01:00;0;02-01-2013 01:00;16800;0;15600;;;0;4.8;0;0;20.83;16800;3
02-01-2013 01:15;0;02-01-2013 01:15;16800;0;15300;;;0;4.8;0;0;20.48;16800;3
02-01-2013 01:30;0;02-01-2013 01:30;16100;0;15000;;;0;0.4;0;0;20.34;16100;3
02-01-2013 01:45;0;02-01-2013 01:45;16100;0;15000;;;0;4;0;0;20.24;16100;3
02-01-2013 02:00;0;02-01-2013 02:00;28000;0;26700;;;0;8.8;0;0;20.52;28000;3
02-01-2013 02:15;0;02-01-2013 02:15;41300;0;39900;;;0;7.2;0;0;20.39;41300;3
02-01-2013 02:30;0;02-01-2013 02:30;42000;0;41100;;;0;9.2;0;0;20.33;42000;3
02-01-2013 02:45;0;02-01-2013 02:45;40600;0;39300;;;0;5.6;0;0;20.08;40600;3
02-01-2013 03:00;0;02-01-2013 03:00;41300;0;39300;;;0;6.4;0;0;19.98;41300;3
02-01-2013 03:15;0;02-01-2013 03:15;39200;0;38400;;;0;5.6;0;0;20.13;39200;3
02-01-2013 03:30;0;02-01-2013 03:30;41300;0;39600;;;0;9.6;0;0;20.35;41300;3
02-01-2013 03:45;0;02-01-2013 03:45;40600;0;39600;;;0;5.6;0;0;20.75;40600;3
02-01-2013 04:00;0;02-01-2013 04:00;39900;0;38400;;;0;6.4;0;0;20.29;39900;3
02-01-2013 04:15;0;02-01-2013 04:15;39900;0;39000;;;0;7.6;0;0;20.43;39900;3.5
02-01-2013 04:30;0;02-01-2013 04:30;40600;0;39000;;;0;9.6;0;0;20.33;40600;4
02-01-2013 04:45;0;02-01-2013 04:45;39200;0;38100;;;0;5.6;0;0;20.43;39200;4.5
02-01-2013 05:00;0;02-01-2013 05:00;41300;0;39900;;;0;10.4;0;0;19.91;41300;5
02-01-2013 05:15;0;02-01-2013 05:15;42700;0;41400;;;0;6;0;0;20.03;42700;5
02-01-2013 05:30;0;02-01-2013 05:30;43400;0;41700;;;0;4.8;0;0;20.38;43400;5
02-01-2013 05:45;0;02-01-2013 05:45;43400;0;42000;;;0;10.4;0;0;20.61;43400;5
02-01-2013 06:00;0;02-01-2013 06:00;42000;0;40800;;;0;7.6;0;0;20.7;42000;5
02-01-2013 06:15;0;02-01-2013 06:15;42700;0;41400;;;0;10.8;0;0;20.54;42700;5
02-01-2013 06:30;0;02-01-2013 06:30;43400;0;42300;;;0;11.2;0;0;21.19;43400;5
02-01-2013 06:45;0;02-01-2013 06:45;51800;0;50100;;;0;10.8;0;0;19.57;51800;5
02-01-2013 07:00;0;02-01-2013 07:00;60200;0;59400;;;0;14.8;0;0;20.5;60200;5
02-01-2013 07:15;0;02-01-2013 07:15;60200;0;58800;;;0;18;0;0;19.82;60200;5
02-01-2013 07:30;0;02-01-2013 07:30;62300;0;60600;;;0;14.4;0;0;20.55;62300;5
02-01-2013 07:45;0;02-01-2013 07:45;63700;0;62400;;;0;18;0;68061.3;20.82;63700;5
02-01-2013 08:00;0;02-01-2013 08:00;64700;0;63000;8.3;;300;12.4;300;151440.7;21.21;64400;5
02-01-2013 08:15;0;02-01-2013 08:15;60400;0;57300;22.95;;1600;12.4;1600;0;20.76;58800;5
02-01-2013 08:30;0;02-01-2013 08:30;60500;0;56700;37.6;;3100;13.2;3100;151441.4;20.88;57400;5
02-01-2013 08:45;0;02-01-2013 08:45;63900;0;58200;109.5;;4400;14.4;4400;151442.6;21.06;59500;5
02-01-2013 09:00;0;02-01-2013 09:00;64800;0;57600;164.6;;5300;14.4;5300;151443.8;21.19;59500;5
02-01-2013 09:15;0;02-01-2013 09:15;61500;0;53700;198.75;;6900;11.6;6900;24693.2;20.59;54600;5
02-01-2013 09:30;0;02-01-2013 09:30;62600;0;51600;232.9;;9400;13.2;9400;151447.6;21.26;53200;5
02-01-2013 09:45;0;02-01-2013 09:45;60100;0;47400;89;;11800;10.8;11800;151450.8;20.7;48300;5
02-01-2013 10:00;0;02-01-2013 10:00;61000;0;49500;296.1;;9900;11.6;9900;151453.1;21.1;51100;5
02-01-2013 10:15;0;02-01-2013 10:15;60000;0;48300;312.8;;10300;13.6;10300;0;21.04;49700;5.25
02-01-2013 10:30;0;02-01-2013 10:30;60500;0;48000;329.5;;11500;11.2;11500;151458.7;20.89;49000;5.5
02-01-2013 10:45;0;02-01-2013 10:45;57900;0;44400;351.8;;11700;12.8;11700;151461.6;21.33;46200;5.75
02-01-2013 11:00;0;02-01-2013 11:00;56800;0;41100;361.2;;14100;9.2;14100;151465;21.48;42700;6
02-01-2013 11:15;0;02-01-2013 11:15;59800;0;44100;268.1;;15000;8.8;15000;62513.5;21.4;44800;6.25
02-01-2013 11:30;0;02-01-2013 11:30;59300;0;36600;315.7;;20800;10;20800;151472.5;21.21;38500;6.5
02-01-2013 11:45;0;02-01-2013 11:45;57000;0;32700;156.8;;23400;8;23400;151479;21.4;33600;6.75
02-01-2013 12:00;0;02-01-2013 12:00;57600;0;42300;118.2;;13500;9.2;13500;151482.5;21.33;44100;7
02-01-2013 12:15;0;02-01-2013 12:15;59500;0;39900;157.4;;18900;10.8;18900;0;21.53;40600;7.25
02-01-2013 12:30;0;02-01-2013 12:30;62300;0;40500;196.6;;20300;9.2;20300;151492.4;21.36;42000;7.5
02-01-2013 12:45;0;02-01-2013 12:45;60800;0;44100;90.9;;15300;9.2;15300;151496.7;21.2;45500;7.75
02-01-2013 13:00;0;02-01-2013 13:00;60400;0;45300;101.2;;14200;6.8;14200;151500.3;21.27;46200;8
02-01-2013 13:15;0;02-01-2013 13:15;57300;0;45600;99.1;;10400;6.8;10400;0;21.58;46900;7.75
02-01-2013 13:30;0;02-01-2013 13:30;58300;0;39900;97;;17000;8.8;17000;151507.3;21.57;41300;7.5
02-01-2013 13:45;0;02-01-2013 13:45;59000;0;44400;92.1;;12800;7.2;12800;151510.5;21.49;46200;7.25
02-01-2013 14:00;0;02-01-2013 14:00;57600;0;50400;35.6;;5800;7.2;5800;151512.6;21.59;51800;7
02-01-2013 14:15;0;02-01-2013 14:15;56700;0;51900;35.4;;3500;10;3500;0;21.32;53200;7
